0,  0.00000000, 
1,  1.00000000, 
2,  2.00000000, 
3,  3.00000000, 
4,  2.00000000, 
5,  3.00000000, 
6,  2.00000000, 
7,  1.00000000, 
8,  0.00000000, 
9,  1.00000000, 
10,  2.00000000, 
11,  3.00000000, 
12,  2.00000000, 
13,  3.00000000, 
14,  4.00000000, 
15,  5.00000000, 
16,  4.00000000, 
17,  3.00000000, 
18,  4.00000000, 
19,  5.00000000, 
20,  6.00000000, 
21,  5.00000000, 
22,  4.00000000, 
23,  3.00000000, 
24,  4.00000000, 
25,  5.00000000, 
26,  4.00000000, 
27,  5.00000000, 
28,  4.00000000, 
29,  5.00000000, 
30,  6.00000000, 
31,  7.00000000, 
32,  8.00000000, 
33,  9.00000000, 
34,  8.00000000, 
35,  7.00000000, 
36,  8.00000000, 
37,  9.00000000, 
38,  8.00000000, 
39,  9.00000000, 
40, 10.00000000, 
41, 11.00000000, 
42, 12.00000000, 
43, 11.00000000, 
44, 10.00000000, 
45,  9.00000000, 
46,  8.00000000, 
47,  7.00000000, 
48,  8.00000000, 
49,  9.00000000, 
50,  8.00000000, 
51,  7.00000000, 
52,  8.00000000, 
53,  7.00000000, 
54,  8.00000000, 
55,  9.00000000, 
56, 10.00000000, 
57, 11.00000000, 
58, 12.00000000, 
59, 11.00000000, 
60, 10.00000000, 
61,  9.00000000, 
62, 10.00000000, 
63,  9.00000000, 
64, 10.00000000, 
65,  9.00000000, 
66,  8.00000000, 
67,  7.00000000, 
68,  8.00000000, 
69,  7.00000000, 
70,  6.00000000, 
71,  5.00000000, 
72,  6.00000000, 
73,  5.00000000, 
74,  6.00000000, 
75,  7.00000000, 
76,  6.00000000, 
77,  5.00000000, 
78,  4.00000000, 
79,  3.00000000, 
80,  2.00000000, 
81,  1.00000000, 
82,  2.00000000, 
83,  3.00000000, 
84,  2.00000000, 
85,  1.00000000, 
86,  2.00000000, 
87,  3.00000000, 
88,  2.00000000, 
89,  1.00000000, 
90,  2.00000000, 
91,  3.00000000, 
92,  2.00000000, 
93,  1.00000000, 
94,  2.00000000, 
95,  3.00000000, 
96,  4.00000000, 
97,  3.00000000, 
98,  4.00000000, 
99,  3.00000000, 
100,  4.00000000, 
101,  3.00000000, 
102,  2.00000000, 
103,  1.00000000, 
104,  2.00000000, 
105,  1.00000000, 
106,  2.00000000, 
107,  1.00000000, 
108,  2.00000000, 
109,  3.00000000, 
110,  4.00000000, 
111,  3.00000000, 
112,  2.00000000, 
113,  1.00000000, 
114,  2.00000000, 
115,  3.00000000, 
116,  2.00000000, 
117,  1.00000000, 
118,  2.00000000, 
119,  3.00000000, 
120,  2.00000000, 
121,  1.00000000, 
122,  2.00000000, 
123,  3.00000000, 
124,  2.00000000, 
125,  3.00000000, 
126,  4.00000000, 
127,  3.00000000, 
128,  2.00000000, 
129,  3.00000000, 
130,  2.00000000, 
131,  3.00000000, 
132,  2.00000000, 
133,  3.00000000, 
134,  4.00000000, 
135,  3.00000000, 
136,  4.00000000, 
137,  3.00000000, 
138,  2.00000000, 
139,  1.00000000, 
140,  0.00000000, 
141,  1.00000000, 
142,  0.00000000, 
143,  1.00000000, 
144,  0.00000000, 
145, -1.00000000, 
146,  0.00000000, 
147, -1.00000000, 
148, -2.00000000, 
149, -1.00000000, 
150,  0.00000000, 
151,  1.00000000, 
152,  2.00000000, 
153,  1.00000000, 
154,  0.00000000, 
155,  1.00000000, 
156,  2.00000000, 
157,  3.00000000, 
158,  2.00000000, 
159,  3.00000000, 
160,  4.00000000, 
161,  3.00000000, 
162,  2.00000000, 
163,  3.00000000, 
164,  4.00000000, 
165,  5.00000000, 
166,  4.00000000, 
167,  3.00000000, 
168,  2.00000000, 
169,  3.00000000, 
